Straße;Hausnummernbereich;PLZ;Stadtteil
"Friedrich-Offermann-Str.";"3 - 5";"51429";"Bensberg"
"Friedrich-Offermann-Str.";"11 - 37";"51429";"Bensberg"
"Friedrich-Offermann-Str.";"12 - 20";"51429";"Bensberg"
"Friedrich-Offermann-Str.";"28 - 32";"51429";"Bensberg"
"Friedrich-Offermann-Str.";"42 - 60";"51429";"Kaule"
"Friedrich-Offermann-Str.";"49 - 63";"51429";"Kaule"
"Friedrich-Rosengarth-Str.";"1 - 35";"51429";"Moitzfeld"
"Friedrich-Rosengarth-Str.";"6 - 22";"51429";"Moitzfeld"
"Friedrich-Westphal-Weg";"3 - 39";"51469";"Heidkamp"
"Friedrichstraße";"3 - 45";"51465";"Stadtmitte"
"Friedrichstraße";"10 - 32";"51465";"Stadtmitte"
"Friesenstraße";"1 - 11";"51427";"Refrath"
"Friesenstraße";"12 - 13";"51427";"Refrath"
"Fröbelstraße";"1 - 15";"51429";"Moitzfeld"
"Fröbelstraße";"4 - 40";"51429";"Moitzfeld"
"Froschpfad";"1 - 23";"51427";"Frankenforst"
"Froschpfad";"2 - 20";"51427";"Frankenforst"
"Fuchskaule";"1 - 7";"51467";"Hebborn"
"Fuchskaule";"2 - 6";"51467";"Hebborn"
"Ganey-Tikva-Platz";"1 - 1";"51467";"Hebborn"
"Gartenstraße";"1 - 7";"51429";"Bensberg"
"Gartenstraße";"15 - 47";"51429";"Bensberg"
"Gartenstraße";"30 - 40";"51429";"Bensberg"
"Gartenstraße";"46 - 50";"51429";"Bensberg"
"Gemarkenberg";"1 - 1";"51467";"Romaney"
"Gemarkenweg";"1 - 9";"51467";"Schildgen"
"Gemarkenweg";"2 - 8";"51467";"Schildgen"
"Gerberlohe";"2 - 14";"51429";"Bensberg"
"Gerberlohe";"5 - 11";"51429";"Bensberg"
"Gerberweg";"2 - 8";"51429";"Bockenberg"
"Gerberweg";"3 - 5";"51429";"Bockenberg"
"Gerhart-Hauptmann-Platz";"1 - 25";"51469";"Gronau"
"Gerhart-Hauptmann-Platz";"2 - 26";"51469";"Gronau"
"Gerstenschlag";"1 - 21";"51467";"Hebborn"
"Gerstenschlag";"2 - 64";"51467";"Hebborn"
"Gertrudenstraße";"3 - 27";"51465";"Stadtmitte"
"Gertrudenstraße";"8 - 36";"51465";"Stadtmitte"
"Geschwister-Scholl-Straße";"3 - 5";"51427";"Kippekausen"
"Geschwister-Scholl-Straße";"4 - 6";"51427";"Kippekausen"
"Geschwister-Scholl-Straße";"6 - 6";"51427";"Kippekausen"
"Geschwister-Scholl-Straße";"8 - 16";"51427";"Kippekausen"
"Gewerbehof";"2 - 18";"51469";"Heidkamp"
"Gierath";"1 - 23";"51469";"Gronau"
"Gierath";"4 - 32";"51469";"Gronau"
"Gierather Mühlenweg";"2 - 6";"51469";"Gronau"
"Gierather Mühlenweg";"10 - 10";"51469";"Gronau"
"Gierather Mühlenweg";"12 - 24";"51469";"Gronau"
"Gierather Mühlenweg";"15 - 15";"51469";"Gronau"
"Gierather Straße";"9 - 33";"51469";"Gronau"
"Gierather Straße";"10 - 32";"51469";"Gronau"
"Gierather Straße";"35 - 77";"51469";"Gronau"
"Gierather Straße";"40 - 106";"51469";"Gronau"
"Gierather Straße";"144 - 190";"51469";"Gronau"
"Gierather Straße";"175 - 195";"51469";"Gronau"
"Gierather Straße";"192 - 216";"51469";"Gronau"
"Gierather Straße";"203 - 213";"51469";"Gronau"
"Gierather Straße";"215 - 229";"51469";"Gronau"
"Gierather Straße";"218 - 222";"51469";"Gronau"
"Gierather Wald";"1 - 57";"51469";"Gronau"
"Gierather Wald";"2 - 36";"51469";"Gronau"
"Gierather Wiese";"2 - 44";"51469";"Gronau"
"Ginsterweg";"1 - 19";"51427";"Refrath"
"Ginsterweg";"2 - 12";"51427";"Refrath"
"Ginsterweg";"14 - 24";"51427";"Refrath"
"Giselbertstraße";"1 - 59";"51429";"Bockenberg"
"Giselbertstraße";"6 - 26";"51429";"Bockenberg"
"Giselbertstraße";"28 - 38";"51429";"Bockenberg"
"Gladbacher Straße";"2 - 4";"51429";"Bensberg"
"Gladbacher Straße";"3 - 3";"51429";"Bensberg"
"Gladbacher Straße";"6 - 8";"51429";"Bensberg"
"Gladbacher Straße";"10 - 52";"51429";"Bensberg"
"Gladbacher Straße";"15 - 19";"51429";"Bensberg"
"Gladbacher Straße";"23 - 31";"51429";"Bensberg"
"Gladbacher Straße";"37 - 53";"51429";"Bensberg"
"Gladbacher Straße";"54 - 64";"51429";"Bensberg"
"Gladbacher Straße";"55 - 67";"51429";"Bensberg"
"Gladbacher Straße";"72 - 74";"51429";"Bensberg"
"Goerdelerstraße";"17 - 19";"51429";"Kaule"
"Goethestraße";"1 - 3";"51429";"Herkenrath"
"Goethestraße";"2 - 6";"51429";"Herkenrath"
"Goethestraße";"5 - 19";"51429";"Herkenrath"
"Goethestraße";"23 - 29";"51429";"Herkenrath"
"Goethestraße";"40 - 42";"51429";"Herkenrath"
"Goethestraße";"54 - 80";"51429";"Herkenrath"
"Goldbornstraße";"1 - 69";"51469";"Paffrath"
"Goldbornstraße";"2 - 14";"51469";"Paffrath"
"Goldbornstraße";"16 - 36";"51469";"Paffrath"
"Goldbornstraße";"38 - 56";"51469";"Paffrath"
"Goldbornstraße";"58 - 120";"51469";"Paffrath"
"Goldbornstraße";"83 - 91";"51469";"Paffrath"
"Goldbornstraße";"122 - 126";"51469";"Paffrath"
"Golfplatz";"1 - 4";"51429";"Gronau"
"Golfplatzstraße";"1 - 1";"51427";"Alt-Refrath"
"Golfplatzstraße";"2 - 30";"51427";"Alt-Refrath"
"Golfplatzstraße";"3 - 7";"51427";"Alt-Refrath"
"Golfplatzstraße";"9 - 9";"51427";"Alt-Refrath"
"Görlitzer Straße";"2 - 26";"51469";"Hand"
"Görlitzer Straße";"3 - 17";"51469";"Hand"
"Graf-Adolf-Straße";"1 - 19";"51429";"Lückerath"
"Graf-Adolf-Straße";"2 - 26";"51429";"Lückerath"
"Graf-Adolf-Straße";"21 - 35";"51429";"Lückerath"
"Graf-Bernadotte-Straße";"1 - 35";"51469";"Hand"
"Graf-Bernadotte-Straße";"2 - 34";"51469";"Hand"
"Graf-Galen-Straße";"3 - 9";"51429";"Kaule"
"Graf-Galen-Straße";"4 - 8";"51429";"Kaule"
"Graf-Hermann-Straße";"7 - 15";"51429";"Bockenberg"
"Graf-von-Spee-Straße";"1 - 27";"51429";"Lückerath"
"Graf-von-Spee-Straße";"2 - 22";"51429";"Lückerath"
"Graf-von-Spee-Straße";"26 - 32";"51429";"Lückerath"
"Graf-von-Spee-Straße";"29 - 39";"51429";"Lückerath"
"Greuel";"1 - 5";"51465";"Sand"
"Greuel";"12 - 32";"51465";"Sand"
"Greuel";"15 - 21";"51465";"Sand"
"Grometstraße";"1 - 11";"51427";"Lustheide"
"Grometstraße";"2 - 10";"51427";"Lustheide"
"Grometstraße";"12 - 26";"51427";"Lustheide"
"Grometstraße";"13 - 21";"51427";"Lustheide"
"Gronauer Mühlenweg";"1 - 1";"51465";"Stadtmitte"
"Gronauer Mühlenweg";"14 - 16";"51465";"Stadtmitte"
"Gronauer Waldweg";"2 - 2";"51465";"Stadtmitte"
"Gronauer Waldweg";"4 - 8";"51465";"Stadtmitte"
"Gronauer Waldweg";"10 - 16";"51465";"Stadtmitte"
"Gronauer Waldweg";"18 - 30";"51469";"Heidkamp"
"Gronauer Waldweg";"21 - 31";"51469";"Heidkamp"
"Gronauer Waldweg";"31 - 35";"51469";"Heidkamp"
"Gronauer Waldweg";"32 - 44";"51469";"Heidkamp"
"Gronauer Waldweg";"48 - 52";"51469";"Heidkamp"
"Gronauer Waldweg";"54 - 56";"51469";"Heidkamp"
"Gronauer Waldweg";"58 - 64";"51469";"Heidkamp"
"Gronewald";"1 - 21";"51429";"Herkenrath"
"Gronewald";"2 - 22";"51429";"Herkenrath"
"Groß Hohn";"9 - 27";"51429";"Moitzfeld"
"Groß Hohn";"22 - 28";"51429";"Moitzfeld"
"Groß Hohn";"30 - 32";"51429";"Moitzfeld"
"Groß Hohn";"34 - 40";"51429";"Moitzfeld"
"Großer Busch";"1 - 1";"51467";"Romaney"
"Großer Busch";"2 - 54";"51467";"Romaney"
"Großer Busch";"3 - 85";"51467";"Romaney"
"Grube";"1 - 5";"51467";"Romaney"
"Grube Apfel";"6 - 9";"51429";"Moitzfeld"
"Grube Weiß";"1 - 9";"51429";"Moitzfeld"
"Grube Weiß";"2 - 8";"51429";"Moitzfeld"
"Grube Weiß";"10 - 14";"51429";"Moitzfeld"
"Grube Weiß";"20 - 22";"51429";"Moitzfeld"
"Grubenfeld";"2 - 8";"51467";"Romaney"
"Grubenfeld";"3 - 7";"51467";"Romaney"
"Grünenbäumchen";"1 - 9";"51429";"Herkenrath"
"Grünenbäumchen";"6 - 36";"51429";"Herkenrath"
"Grünenbäumchen";"11 - 25";"51429";"Herkenrath"
"Grünenbäumchen";"29 - 39";"51429";"Herkenrath"
"Grüner Weg";"1 - 3";"51469";"Heidkamp"
"Grüner Weg";"2 - 6";"51469";"Heidkamp"
"Grüner Weg";"5 - 9";"51469";"Heidkamp"
"Grüner Weg";"8 - 26";"51469";"Heidkamp"
"Grüner Weg";"11 - 17";"51469";"Heidkamp"
"Gudrunweg";"1 - 5";"51469";"Gronau"
"Gudrunweg";"2 - 14";"51469";"Gronau"
"Gudrunweg";"5 - 9";"51469";"Gronau"
"Gustav-Stresemann-Straße";"1 - 27";"51469";"Hand"
"Gustav-Stresemann-Straße";"2 - 38";"51469";"Hand"
"Gut Asselborn";"1 - 1";"51429";"Asselborn"
"Gutenbergstraße";"1 - 29";"51469";"Hand"
"Gutenbergstraße";"2 - 16";"51469";"Hand"
"Haberlandstraße";"1 - 15";"51467";"Schildgen"
"Haberlandstraße";"2 - 10";"51467";"Schildgen"
"Habichtweg";"1 - 41";"51429";"Moitzfeld"
"Habichtweg";"2 - 2";"51429";"Moitzfeld"
"Habichtweg";"6 - 36";"51429";"Moitzfeld"
"Hackberg";"1 - 33";"51429";"Bensberg"
"Hackberg";"2 - 14";"51429";"Bensberg"
"Hackberg";"16 - 30";"51429";"Bensberg"
"Haferbusch";"1 - 91";"51467";"Hebborn"
"Haferbusch";"4 - 8";"51467";"Hebborn"
"Haferbusch";"10 - 26";"51467";"Hebborn"
"Haferbusch";"28 - 76";"51467";"Hebborn"
"Halbenmorgen";"2 - 10";"51427";"Alt-Refrath"
"Halbenmorgen";"5 - 5";"51427";"Alt-Refrath"
"Halbenmorgen";"12 - 20";"51427";"Alt-Refrath"
"Halbenmorgen";"13 - 29";"51427";"Alt-Refrath"
"Halbenmorgen";"24 - 82";"51427";"Alt-Refrath"
"Halbenmorgen";"31 - 41";"51427";"Alt-Refrath"
"Halbenmorgen";"43 - 43";"51427";"Alt-Refrath"
"Halfen Dombach";"1 - 2";"51465";"Sand"
"Hammermühle";"1 - 5";"51465";"Stadtmitte"
"Händelstraße";"1 - 29";"51427";"Frankenforst"
"Händelstraße";"2 - 46";"51427";"Frankenforst"
"Handstraße";"41 - 49";"51469";"Hand"
"Handstraße";"63 - 89";"51469";"Hand"
"Handstraße";"105 - 131";"51469";"Hand"
"Handstraße";"133 - 175";"51469";"Hand"
"Handstraße";"281 - 287";"51469";"Paffrath"
"Handstraße";"290 - 308";"51469";"Paffrath"
"Handstraße";"295 - 295";"51469";"Paffrath"
"Handstraße";"309 - 325";"51469";"Paffrath"
"Handstraße";"310 - 316";"51469";"Paffrath"
"Handstraße";"318 - 340";"51469";"Paffrath"
"Handwerkshof";"2 - 14";"51469";"Heidkamp"
"Handwerkshof";"3 - 5";"51469";"Heidkamp"
"Handwerkshof";"9 - 9";"51469";"Heidkamp"
"Hannenbusch";"Handwerkshof 2 - 14";"51469";"Heidkamp"
"Hannenbusch";"Handwerkshof 3 - 5";"51469";"Heidkamp"
"Hannenbusch";"Handwerkshof 9 - 9";"51469";"Heidkamp"
"Hans-Böckler-Straße";"1 - 3";"51429";"Lückerath"
"Hans-Böckler-Straße";"2 - 28";"51429";"Lückerath"
"Hans-Böckler-Straße";"3 - 21";"51429";"Lückerath"
"Hans-Böckler-Straße";"30 - 56";"51429";"Lückerath"
"Hans-Zanders-Straße";"2 - 26";"51465";"Stadtmitte"
"Hans-Zanders-Straße";"9 - 9";"51465";"Stadtmitte"
"Hänsel-und-Gretel-Weg";"1 - 7";"51469";"Heidkamp"
"Hänsel-und-Gretel-Weg";"2 - 6";"51469";"Heidkamp"
"Hardt";"3 - 31";"51429";"Herkenrath"
"Hardt";"12 - 20";"51429";"Herkenrath"
"Hardt";"26 - 44";"51429";"Herkenrath"
"Hardtblick";"1 - 15";"51429";"Bensberg"
"Hardtblick";"2 - 8";"51429";"Bensberg"
"Hardtknippen";"1 - 1";"51429";"Herkenrath"
"Hardtweg";"1 - 11";"51429";"Bensberg"
"Hardtweg";"4 - 14";"51429";"Bensberg"
"Hardtweg";"13 - 21";"51429";"Bensberg"
"Hardtweg";"18 - 32";"51429";"Bensberg"
"Hardtweg";"25 - 29";"51429";"Bensberg"
"Hardtweg";"38 - 44";"51429";"Bensberg"
"Hasenweg";"1 - 3";"51427";"Frankenforst"
"Hasenweg";"2 - 34";"51427";"Frankenforst"
"Hasenweg";"5 - 11";"51427";"Frankenforst"
"Hasenweg";"13 - 17";"51427";"Frankenforst"
"Hasenweg";"19 - 25";"51427";"Frankenforst"
"Hasselsheide";"1 - 57";"51429";"Bärbroich"
"Hasselsheide";"30 - 58";"51429";"Bärbroich"
"Hasselsheider Weg";"1 - 11";"51429";"Bärbroich"
"Hasselsheider Weg";"2 - 6";"51429";"Bärbroich"
"Hasselsheider Weg";"35 - 39";"51429";"Bärbroich"
"Hasselstraße";"1 - 12";"51427";"Refrath"
"Hasselstraße";"13 - 23";"51427";"Refrath"
"Hauptstraße";"2 - 6";"51465";"Stadtmitte"
"Hauptstraße";"38 - 106";"51465";"Stadtmitte"
"Hauptstraße";"202 - 250";"51465";"Stadtmitte"
"Hauptstraße";"205 - 269";"51465";"Stadtmitte"
"Hauptstraße";"256 - 302";"51465";"Stadtmitte"
"Hauptstraße";"273 - 319";"51465";"Stadtmitte"
"Hauptstraße";"306 - 316";"51465";"Stadtmitte"
"Hauptstraße";"318 - 360";"51465";"Stadtmitte"
"Hauptstraße";"325 - 393";"51465";"Stadtmitte"
"Hauptstraße";"362 - 394";"51465";"Stadtmitte"
"Haus Hebborn";"1 - 2";"51467";"Hebborn"
"Haus Lerbach";"1 - 11";"51465";"Sand"
"Häuser Dombach";"1 - 3";"51465";"Sand"
"Häuser Dombach";"2 - 8";"51465";"Sand"
"Häuser Dombach";"19 - 41";"51465";"Sand"
"Häuser Dombach";"28 - 32";"51465";"Sand"
"Häuser Dombach";"44 - 54";"51465";"Sand"
"Haydnstraße";"1 - 21";"51467";"Schildgen"
"Haydnstraße";"2 - 20";"51467";"Schildgen"
"Hebbelstraße";"1 - 3";"51429";"Herkenrath"
"Hebbelstraße";"4 - 4";"51429";"Herkenrath"
"Hebborner Berg";"3 - 21";"51467";"Hebborn"
"Hebborner Berg";"4 - 46";"51467";"Hebborn"
"Hebborner Berg";"23 - 63";"51467";"Hebborn"
"Hebborner Feld";"2 - 30";"51467";"Hebborn"
"Hebborner Feld";"3 - 3";"51467";"Hebborn"
"Hebborner Feld";"9 - 43";"51467";"Hebborn"
"Hebborner Feld";"32 - 68";"51467";"Hebborn"
"Hebborner Hof";"1 - 2";"51467";"Hebborn"
"Hebborner Kirchweg";"1 - 23";"51467";"Hebborn"
"Hebborner Kirchweg";"2 - 16";"51467";"Hebborn"
"Hebborner Straße";"89 - 97";"51467";"Hebborn"
"Hebborner Straße";"90 - 100";"51467";"Hebborn"
"Hebborner Straße";"104 - 106";"51467";"Hebborn"
"Hebborner Straße";"107 - 127";"51467";"Hebborn"
"Hebborner Straße";"118 - 144";"51467";"Hebborn"
"Hebborner Straße";"129 - 149";"51467";"Hebborn"
"Hebborner Straße";"146 - 176";"51467";"Hebborn"
"Hebborner Straße";"155 - 163";"51467";"Hebborn"
"Hecken";"1 - 25";"51429";"Herkenrath"
"Hecken";"4 - 6";"51429";"Herkenrath"
"Hecken";"10 - 28";"51429";"Herkenrath"
"Heideweg";"1 - 19";"51469";"Hand"
"Heideweg";"2 - 22";"51469";"Hand"
"Heidgen";"1 - 25";"51467";"Katterbach"
"Heidgen";"2 - 28";"51467";"Katterbach"
"Heidkamper Straße";"4 - 10";"51469";"Heidkamp"
"Heidkamper Straße";"5 - 5";"51469";"Heidkamp"
"Heidkamper Straße";"12 - 16";"51469";"Heidkamp"
"Heidkamper Straße";"18 - 60";"51469";"Heidkamp"
"Heidkamper Straße";"35 - 49";"51469";"Heidkamp"
"Heidkamper Straße";"51 - 55";"51469";"Heidkamp"
"Heidplätzchen";"1 - 13";"51429";"Bensberg"
"Heiligenstock";"1 - 1";"51465";"Sand"
"Heiligenstock";"4 - 24";"51465";"Sand"
"Heiligenstock";"29 - 41";"51465";"Sand"
"Heiligenstock";"32 - 62";"51465";"Sand"
"Heiligenstock";"51 - 87";"51465";"Sand"
"Heimstättenweg";"19 - 25";"51469";"Hand"
"Heimstättenweg";"20 - 42";"51469";"Hand"
"Heimstättenweg";"27 - 47";"51469";"Hand"
"Heimstättenweg";"44 - 46";"51469";"Hand"
"Heinestraße";"1 - 1";"51429";"Herkenrath"
"Heinestraße";"2 - 24";"51429";"Herkenrath"
"Heinestraße";"3 - 7";"51429";"Herkenrath"
"Heinrich-Böll-Straße";"3 - 25";"51429";"Herkenrath"
"Heinrich-Böll-Straße";"4 - 44";"51429";"Herkenrath"
"Heinrich-Klerx-Straße";"3 - 29";"51469";"Heidkamp"
"Heinrich-Klerx-Straße";"4 - 34";"51469";"Heidkamp"
"Heinrich-Klerx-Straße";"36 - 46";"51469";"Heidkamp"
"Heinrich-Strünker-Straße";"Hausnummer 1 geprüft";"51469";"Google Maps: Bergisch Gladbach-Mülheim"
"Heinz-Fröling-Straße";"7 - 17";"51429";"Moitzfeld"
"Heinz-Fröling-Straße";"12 - 12";"51429";"Moitzfeld"
"Heinz-Fröling-Straße";"999 - 999";"51429";"Moitzfeld"
"Heitberg";"2 - 8";"51427";"Alt-Refrath"
"Heitberg";"3 - 3";"51427";"Alt-Refrath"
"Heitberg";"7 - 9";"51427";"Alt-Refrath"
"Helene-Stöcker-Straße";"1 - 23";"51429";"Lückerath"
"Helene-Stöcker-Straße";"2 - 26";"51429";"Lückerath"
"Henri-Dunant-Straße";"3 - 3";"51429";"Kaule"
"Henri-Dunant-Straße";"4 - 26";"51429";"Kaule"
"Henri-Dunant-Straße";"5 - 27";"51429";"Kaule"
"Herderstraße";"1 - 23";"51427";"Refrath"
"Herderstraße";"6 - 22";"51427";"Refrath"
"Herkenfelder Weg";"15 - 141";"51467";"Katterbach"
"Herkenfelder Weg";"74 - 80";"51467";"Katterbach"
"Herkenfelder Weg";"140 - 150";"51467";"Katterbach"
"Herkenfelder Weg";"143 - 149";"51467";"Katterbach"
"Herkenrather Straße";"1 - 17";"51465";"Sand"
"Herkenrather Straße";"6 - 78";"51465";"Sand"
"Herkenrather Straße";"43 - 99";"51465";"Sand"
"Herkenrather Straße";"100 - 102";"51465";"Sand"
"Herkenrather Straße";"201 - 201";"51465";"Sand"
"Herkenrather Straße";"221 - 241";"51465";"Herrenstrunden"
"Herkenrather Straße";"240 - 240";"51465";"Herrenstrunden"
"Herkenrather Straße";"243 - 253";"51465";"Herrenstrunden"
"Herlen";"1 - 2";"51429";"Bärbroich"
"Hermann-Josef-Hecker-Str.";"2 - 10";"51429";"Bensberg"
"Hermann-Löns-Straße";"1 - 29";"51469";"Hand"
"Hermann-Löns-Straße";"2 - 22";"51469";"Hand"
"Hermann-Löns-Straße";"24 - 30";"51469";"Hand"
"Hermann-Löns-Straße";"31 - 35";"51469";"Hand"
"Hermann-Löns-Straße";"32 - 58";"51469";"Hand"
"Hermann-Löns-Straße";"37 - 43";"51469";"Hand"
"Hermann-Löns-Straße";"45 - 49";"51469";"Hand"
"Hermann-Löns-Straße";"55 - 85";"51469";"Hand"
"Hermann-Löns-Straße";"60 - 72";"51469";"Gronau"
"Hermann-Löns-Straße";"74 - 116";"51469";"Gronau"
"Herrenstrunden";"1 - 19";"51465";"Herrenstrunden"
"Herrenstrunden";"2 - 24";"51465";"Herrenstrunden"
"Herrenstrunden";"23 - 27";"51465";"Herrenstrunden"
"Herrenstrunden";"26 - 46";"51465";"Herrenstrunden"
"Herrenstrunden";"31 - 41";"51465";"Herrenstrunden"
"Herweg";"8 - 18";"51429";"Moitzfeld"
"Herweg";"19 - 23";"51429";"Moitzfeld"
"Herweg";"30 - 102";"51429";"Moitzfeld"
"Herweg";"35 - 75";"51429";"Moitzfeld"
"Herweg";"83 - 97";"51429";"Moitzfeld"
"Hessestraße";"1 - 9";"51429";"Herkenrath"
"Hessestraße";"2 - 8";"51429";"Herkenrath"
"Heuweg";"1 - 7";"51427";"Lustheide"
"Hexenweg";"1 - 6";"51469";"Heidkamp"
"Hexenweg";"7 - 15";"51469";"Heidkamp"
"Hexenweg";"8 - 18";"51469";"Heidkamp"
"Hindenburgplatz";"1 - 1";"51429";"Bensberg"
"Hirschanger";"2 - 16";"51427";"Alt-Refrath"
"Hirschanger";"7 - 13";"51427";"Alt-Refrath"
"Hirschanger";"20 - 30";"51427";"Alt-Refrath"
"Hoffeldstraße";"1 - 17";"51469";"Gronau"
"Hoffeldstraße";"2 - 18";"51469";"Gronau"
"Höffenstraße";"4 - 48";"51469";"Paffrath"
"Höffenstraße";"5 - 39";"51469";"Paffrath"
"Höffenstraße";"50 - 64";"51469";"Paffrath"
"Hofwiese";"2 - 12";"51429";"Lückerath"
"Hofwiese";"3 - 19";"51429";"Lückerath"
"Höhenweg";"4 - 8";"51465";"Stadtmitte"
"Höhenweg";"5 - 19";"51465";"Stadtmitte"
"Höhenweg";"10 - 16";"51465";"Stadtmitte"
"Höhenweg";"22 - 32";"51465";"Stadtmitte"
"Höhenweg";"25 - 41";"51465";"Stadtmitte"
"Holunderweg";"2 - 14";"51427";"Alt-Refrath"
"Holunderweg";"5 - 19";"51427";"Alt-Refrath"
"Hombacher Weg";"2 - 2";"51429";"Herkenrath"
"Hombacher Weg";"24 - 28";"51429";"Herrenstrunden"
"Hoppersheider Busch";"2 - 28";"51467";"Schildgen"
"Hoppersheider Busch";"5 - 27";"51467";"Schildgen"
"Hoppersheider Busch";"30 - 36";"51467";"Schildgen"
"Hoppersheider Weg";"1 - 21";"51467";"Katterbach"
"Hoppersheider Weg";"2 - 2";"51467";"Katterbach"
"Hoppersheider Weg";"20 - 34";"51467";"Katterbach"
"Hoppersheider Weg";"23 - 41";"51467";"Katterbach"
"Hoppersheider Weg";"36 - 56";"51467";"Schildgen"
"Hoppersheider Weg";"41 - 47";"51467";"Schildgen"
"Hoppersheider Weg";"53 - 59";"51467";"Schildgen"
"Hoppersheider Weg";"59 - 61";"51467";"Schildgen"
"Hoppersheider Weg";"60 - 60";"51467";"Schildgen"
"Hoppersheider Weg";"62 - 70";"51467";"Schildgen"
"Hornstraße";"2 - 52";"51465";"Stadtmitte"
"Hornstraße";"3 - 11";"51465";"Stadtmitte"
"Hornstraße";"13 - 31";"51465";"Stadtmitte"
"Hornstraße";"33 - 111";"51465";"Stadtmitte"
"Hornstraße";"54 - 136";"51465";"Stadtmitte"
"Hornstraße";"115 - 147";"51465";"Stadtmitte"
"Hornstraße";"138 - 142";"51465";"Stadtmitte"
"Hornstraße";"151 - 163";"51465";"Stadtmitte"
"Horst";"1 - 19";"51429";"Herkenrath"
"Horst";"18 - 20";"51429";"Herkenrath"
"Hoverhof";"1 - 3";"51467";"Schildgen"
"Hubertushöhe";"1 - 9";"51429";"Bockenberg"
"Hubertushöhe";"2 - 8";"51429";"Bockenberg"
"Hubertusstraße";"1 - 35";"51465";"Stadtmitte"
"Hubertusstraße";"2 - 38";"51465";"Stadtmitte"
"Hufe";"1 - 1";"51467";"Katterbach"
"Hufer Weg";"4 - 10";"51469";"Paffrath"
"Hufer Weg";"5 - 51";"51469";"Paffrath"
"Hufer Weg";"16 - 42";"51469";"Paffrath"
"Hufer Weg";"53 - 109";"51467";"Katterbach"
"Hufer Weg";"66 - 66";"51467";"Katterbach"
"Hufer Weg";"111 - 121";"51467";"Katterbach"
"Hülsenanger";"1 - 9";"51467";"Katterbach"
"Hülsenanger";"2 - 8";"51467";"Katterbach"
"Hülsenfeld";"1 - 1";"51429";"Herkenrath"
"Hummelsbroich";"2 - 54";"51427";"Frankenforst"
"Humperdinckstraße";"2 - 8";"51467";"Schildgen"
"Humperdinckstraße";"3 - 9";"51467";"Schildgen"
"Humperdinckstraße";"10 - 32";"51467";"Schildgen"
"Hundsiefen";"5 - 11";"51429";"Bensberg"
"Hungenberg";"1 - 29";"51429";"Bensberg"
"Hungenberg";"2 - 40";"51429";"Bensberg"
"Hüttenfeld";"1 - 7";"51427";"Refrath"
"Hüttenfeld";"6 - 14";"51427";"Refrath"
"Hüttenfeld";"9 - 19";"51427";"Refrath"
"Hüttenfeld";"18 - 34";"51427";"Refrath"
"Hüttenfeld";"19 - 31";"51427";"Refrath"
"Hüttenstraße";"6 - 16";"51469";"Heidkamp"
"Hüttenstraße";"9 - 25";"51469";"Heidkamp"
"Hüttenstraße";"24 - 40";"51469";"Heidkamp"
"Hüttenstraße";"35 - 47";"51469";"Heidkamp"
"Hüttenstraße";"49 - 65";"51469";"Heidkamp"
"Iddelsfeld";"1 - 9";"51427";"Refrath"
"Iddelsfeld";"2 - 4";"51427";"Refrath"
"Igeler Hof";"1 - 4";"51465";"Herrenstrunden"
"Igeler Mühle";"1 - 3";"51465";"Herrenstrunden"
"Im Aehlemaar";"1 - 25";"51467";"Schildgen"
"Im Aehlemaar";"6 - 32";"51467";"Schildgen"
"Im Alten Feld";"1 - 27";"51429";"Kaule"
"Im Alten Feld";"2 - 16";"51429";"Kaule"
"Im Alten Feld";"20 - 30";"51429";"Kaule"
"Im Aspert";"1 - 47";"51465";"Stadtmitte"
"Im Aspert";"2 - 34";"51465";"Stadtmitte"
"Im Birkelshof";"1 - 9";"51467";"Schildgen"
"Im Birkelshof";"2 - 8";"51467";"Schildgen"
"Im Bruch";"2 - 4";"51427";"Refrath"
"Im Bruch";"3 - 3";"51427";"Refrath"
"Im Bruch";"5 - 7";"51427";"Refrath"
"Im Bruch";"6 - 14";"51427";"Refrath"
"Im Bruch";"7 - 21";"51427";"Refrath"
"Im Bruch";"16 - 20";"51427";"Refrath"
"Im Bruch";"23 - 35";"51427";"Refrath"
"Im Bruch";"24 - 24";"51427";"Refrath"
"Im Buchholz";"1 - 33";"51469";"Paffrath"
"Im Buchholz";"2 - 8";"51469";"Paffrath"
"Im Bungert";"1 - 5";"51429";"Bensberg"
"Im Bungert";"2 - 8";"51429";"Bensberg"
"Im Bungert";"11 - 11";"51429";"Bensberg"
"Im Dornbusch";"1 - 7";"51429";"Moitzfeld"
"Im Dornbusch";"2 - 8";"51429";"Moitzfeld"
"Im Drosselhain";"1 - 21";"51467";"Hebborn"
"Im Drosselhain";"2 - 14";"51467";"Hebborn"
"Im Drosselhain";"16 - 16";"51467";"Hebborn"
"Im Eichhölzchen";"1 - 10";"51469";"Paffrath"
"Im Erlenhof";"1 - 7";"51429";"Moitzfeld"
"Im Erlenhof";"2 - 16";"51429";"Moitzfeld"
"Im Feld";"1 - 15";"51427";"Refrath"
"Im Feld";"2 - 6";"51427";"Refrath"
"Im Feld";"8 - 20";"51427";"Refrath"
"Im Feld";"21 - 55";"51427";"Refrath"
"Im Feld";"30 - 38";"51427";"Refrath"
"Im Feld";"44 - 56";"51427";"Refrath"
